lat	lng	height	price	pph	sixfeet	borough	date	where	loc	desc
40.7143528	-74.0059731	5	25.0	5.0	30.0	Manhattan	2013-12-26	stand	2nd ave between 1st street and houston ny, ny	i bought my tree on the 22nd of december at 3am and he would have been happy to give me the biggest tree i wanted for super cheap as im sure he wanted to get rid of them at such a late date. it even came with the stand! 20 bucks! a little charming and negotiating didn't hurt.. 
40.6687086	-73.9800807	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-25	Stand	6th street & 7th avenue park slope Brooklyn	It's the going rate around here. It included delivery
40.7264773	-73.9815337	9	25.0	2.7777777777777777	16.666666666666664	Manhattan	2013-12-22	Tree Riders	Second Avenue, between 10th and 11th in the East Village	Today ONLY. Go rescue a tree before they're turn into mulch. There are no set prices. Pay as you can.
40.7431217	-73.9196514	3	25.0	8.333333333333334	50.0	Queens	2013-12-20	stand	Queens Blvd and 45th Street, Queens, NY	
40.65	-73.95	6	35.0	5.833333333333333	35.0	Brooklyn	2013-12-18	Home Depot	 Brooklyn	
41.795805	-71.8940325	6	25.0	4.166666666666667	25.0	Brooklyn	2013-12-18	Home Depot	Brooklyn Hamilton ave	Yes good price    If you get a tree at Home depot or Lowes you need to go right after Thanksgiving to get the best selection
40.7623607	-73.8941617	7	25.0	3.5714285714285716	21.42857142857143	Queens	2013-12-18	Home Depot	96-1 25th Ave, East Elmhurst, NY  11369	Fair price indeed.
40.7410555	-73.9978599	6	75.0	12.5	75.0	Manhattan	2013-12-18	stand	7th ave and 18th street, new york, ny 	type of tree? Douglas  fur, pine, etc
40.7985097	-73.969085	3	25.0	8.333333333333334	50.0	Manhattan	2013-12-17	stand	Broadway & 102nd St	"Yes. This ""stand,"" actually a van with trees on sidewalk, is owned by guys from Canada, so we call them ""The Wild Canadians"" and to 20 blocks to bargain for a little tree every year.  They are the best in spirit and reasonable prices."
40.7344133	-73.980327	4	45.0	11.25	67.5	Manhattan	2013-12-16		E19th (NW Corner) & 1st Ave - Manhattan	We bought on the Saturday after Thanksgiving. Earliest I ever bought and Highest I ever paid. I think the early purchase went into setting the price. They wouldn't hagle, would only direct us to a cheaper, scrawnier tree. Think I paid $10 too much, but we do smile when we walk into our apartment and see the pretty tree over in the corner (the needles are still on!!).
40.69133	-73.951757	6	35.0	5.833333333333333	35.0	Brooklyn	2013-12-16	Home Depot	Nostrand and Dekalb Ave., Brooklyn, NY	Extremely fair. 
40.7700711	-73.9513916	5	25.0	5.0	30.0	Manhattan	2013-12-16	Stand	77th and York Ave, New York, NY 10075	So fair!  This new deli is doing $30 flat rate for all trees no matter the size and it's the best.
40.7851075	-73.9769183	6	35.0	5.833333333333333	35.0	Manhattan	2013-12-16	corner store	corner of Amsterdam and 82nd Stree	Yes, I do.  It's one of the few places in my neighborhood with reasonable prices for christmas trees
40.7857443	-73.9764606	4	25.0	6.25	37.5	Manhattan	2013-12-16	Amsterdam Deli	corner of Amsterdam and 83rd Street	I found this price to be much less than some of the out of town vendors.  My tree is not a douglas fir and maybe not as nice as some of the ones brought in on trucks but it suited my needs perfectly.
40.780804	-73.954631	7	65.0	9.285714285714286	55.71428571428572	Manhattan	2013-12-14	Stand	Lexington and 88th Street, New York, NY 	It seems to be a fairly standard price for the Upper East Side (but still kind of expensive).
40.7787927	-73.9820623	5	45.0	9.0	54.0	Manhattan	2013-12-14	Stand	72 st and broadway	
40.6600405	-73.9796787	5	45.0	9.0	54.0	Brooklyn	2013-12-13	Stand	452 16th St, Brooklyn, NY	We thought we would get a better deal when we got outside of Park Slope, but still seems a little pricey
40.72562	-73.950659	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-13	Paradise Florist	104 Norman Ave Brooklyn	Factors that get you a good deal: if you've been going to the same place for years, if they know you well, if you have a cute little kid with you!
40.767119	-73.9564907	8	140.0	17.5	105.0	Manhattan	2013-12-13	Stand	71st St & 1st Ave, New York, NY	I like the regular annual vendors near my apartment.  Price incorporates the convenience of carrying the tree home immediately.
40.650773	-74.015184	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-13	Stand	23rd Street between 1st & 2nd Ave NYC	I think the price was a little high but the tree is beautiful and fresh. Definitely much nicer than the trees bought previously at big box stores. The stand owners were very nice and it feels good to support small business so I'm happy with my purchase.
40.689035	-73.9926864	2	25.0	12.5	75.0	Brooklyn	2013-12-12	stand	Court St and Pacific St, Brooklyn, NY	It might have technically been a branch... not even a tree. 
40.6749509	-73.9767116	2	25.0	12.5	75.0	Brooklyn	2013-12-12	stand	Union street, Park Slope 	eh, pretty expensive.. 
40.715293	-73.944846	7	45.0	6.428571428571429	38.57142857142857	Brooklyn	2013-12-12	Graham Garden Deli	359 Graham Avenue, Brooklyn, NY 	"After paying $100 last year (at a sidewalk stand on Driggs) for a ""Heritage Variety"" that couldn't take on water and dried to the core within a week... and never even had that wonderful ""Christmas"" smell, yes, $50 dollars is a great deal."
40.65	-73.95	8	135.0	16.875	101.25	Brooklyn	2013-12-12	Stand	On Court Street (the closest stand to Trader Joe's) in Brooklyn	Because the freshly cut Christmas tree is very much a luxury item, it is hard to say that any price should be considered fair or unfair. Our tree was cut two days beforehand in North Carolina and sold to us by a young guy from The Yukon Territory in Canada who is spending his time out of doors in chilly Brooklyn. 
40.7220491	-73.9501208	2	25.0	12.5	75.0	Brooklyn	2013-12-12	Stand	316 Driggs Ave, Brooklyn	"""List"" price was $40. This is a small table-top tree (smallest they had), with a small plastic stand included. I asked what they might have in the $20 range, and the seller said I could have the very same tree for $25. Sold. "
40.6394772	-73.9683378	5	45.0	9.0	54.0	Brooklyn	2013-12-12	Brooklyn ARTery	1021 Cortelyou Road, Brooklyn, NY	Yes. My budget was $50, and the vendor ensured that we got the fattest $50 tree he had. He told me that their price is $10 per foot, which sounds about what we've paid in this area in the past, though this year was the first we bought from this particular vendor. Previously we bought from a hardware store at Newkirk Plaza.
40.659371	-73.987897	5	45.0	9.0	54.0	Brooklyn	2013-12-12	stand	555 7th Ave. Brooklyn, NY	I have no idea
40.6870351	-73.9762641	5	75.0	15.0	90.0	Brooklyn	2013-12-12	stand	lafayette and fulton street, Fort Greene, Brooklyn, NY	same price for last 3 years seems reasonable considering it's a tree! Assume costs are farming it - takes several years to grow, cutting, shipping and prepping on street.
40.6128395	-74.0118507	7	65.0	9.285714285714286	55.71428571428572	Brooklyn	2013-12-12	Knights of Columbus	1305 86th St Brooklyn, NY 11228	Douglas Fir, price was average for a very nice tree. I always go there, so I can't say for certain a better bargain wasn't out there - but I think it was a fair price @ $65.00
40.7659428	-73.9633866	9	140.0	15.555555555555555	93.33333333333333	Manhattan	2013-12-12	Stand	East 66 and 3rd	No it was actually 200.00 and I talked them down. 1
40.8026773	-73.9491162	7	55.0	7.857142857142857	47.14285714285714	Manhattan	2013-12-12	stand	Lenox Ave and W 117th St, NY, NY	I think you always think that you could have gotten it cheaper but my partner was able to talk them down.  This was for a Balsam tree not the more expensive Douglas Fir.  
40.8645559	-73.9266273	2	35.0	17.5	105.0	Manhattan	2013-12-12	Stand	Dyckman Street, 10040	I felt like, given the fact we are in Manhattan, it was pretty fair. It came with a stand as well.
40.7304322	-73.9515807	7	75.0	10.714285714285714	64.28571428571428	Brooklyn	2013-12-11	Stand	McGuiness Blvd. and Greenpoint Ave., Brooklyn, NY	
40.860229	-73.890968	8	35.0	4.375	26.25	Bronx	2013-12-11	Home Depot	Bronx Terminal	Great price ! beautiful Frasier Fir. 
40.668873	-73.985042	5	85.0	17.0	102.0	Brooklyn	2013-12-11	Stand	339 9th st brooklyn, ny	Too expensive :(  
40.730644	-73.9830695	6	35.0	5.833333333333333	35.0	Manhattan	2013-12-11	Stand 	13th street and 1st Ave New York, NY 	$30 for any tree (excluding Balsam pines) Really great deal
40.7455388	-73.9572122	6	75.0	12.5	75.0	Queens	2013-12-11	Stand	47th Road and Center Blvd, Long Island city, ny	I think I paid a little too much for our tree, but it is right across the street from our building so it was convenient.   
40.645532	-74.0123851	5	35.0	7.0	42.0	Brooklyn	2013-12-11	Stand	45th St/4th Avenue in Sunset Park, Brooklyn, NY	We first went to the stand outside the CVS on 9th St between 5th and 6th in Park Slope. A five foot tree was $80. We drove down 35 blocks to Sunset Park and got a slightly bigger tree for 1/2 the price. They even gave us a bag to take the tree to the street in once the season is over. A christmas miracle! (Or maybe just hyperlocal economics)
40.673199	-73.976322	4	45.0	11.25	67.5	Brooklyn	2013-12-11	Preschool fundraiser	Carroll & 7th ave brooklyn	Pricey but for a good cause. 
40.7336089	-74.0028203	8	85.0	10.625	63.75	Manhattan	2013-12-11	stand	7th Ave & Christopher St, NY, NY 10014	We paid $85 for an almost 8' fir tree.  I think that is TOO MUCH.  The seller came down from $90 without much discussion, she was a very sweet Canadian and wants us back next year.  We usually buy our trees in NJ for about $60, but given the tolls now and the hassle of driving in NYC, we felt it was a wash financially and a lot easier walking to the urban forest on the corner.  Merry Christmas!
40.631628	-74.0077351	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-11	Florist	Fort Hamilton Parkway	Nope. 
40.6834805	-73.9668915	7	65.0	9.285714285714286	55.71428571428572	Brooklyn	2013-12-11	Stand	Clinton ave and Fulton ave Brooklyn 	$20 for the stand, free delivery.
40.7345258	-73.9922895	5	45.0	9.0	54.0	Manhattan	2013-12-11	stand	University Place and East 13th Street	
40.715293	-73.944846	4	35.0	8.75	52.5	Brooklyn	2013-12-11	Graham Garden	359 Graham Avenue, Brooklyn, NY 11211	Yes, $30 seems alright, but $10 for the stand seemed inflated. I wonder whether all the trees being sold in the city are coming from a small number of farms (and through a small number of distributers), or lots of small growers?
40.8509396	-73.9382928	7	65.0	9.285714285714286	55.71428571428572	Manhattan	2013-12-11	stand	181 & fort Washington Manhattan	Yes considering Starbucks across the street charges 4.00 for a cup of coffee
40.693135	-73.969831	5	55.0	11.0	66.0	Brooklyn	2013-12-11	stand	Myrtle Ave and Vanderbilt Ave, Brooklyn, NY	
40.718295	-74.0071149	6	55.0	9.166666666666666	55.0	Manhattan	2013-12-11	stand	Varick St and Leonard St	Seems fair given the convenience of being able to get it at a stand half a block from my apartment.
40.7256519	-74.005816	7	140.0	20.0	120.0	Manhattan	2013-12-11	stand	Varick and Spring, Soho	
40.7810827	-73.9494668	8	135.0	16.875	101.25	Manhattan	2013-12-11	stand	91st & 2nd Ave., New York, NY	No, it's ridiculously high and there was no negotiating.  Definitely lost the folded money out of my pocket.  But, it was for my daughter, so what's a mother to do?
40.7761571	-73.9107315	5	55.0	11.0	66.0	Queens	2013-12-11	stand	31st St and Ditmars Blvd, Queens NY	
40.67921	-73.9280339	6	75.0	12.5	75.0	Brooklyn	2013-12-11	stand	Fulton St brooklyn, NY	
40.6656949	-73.9825843	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-11	stand	7th Ave and 11th St, Brooklyn, NY	It was the first real tree I've ever bought. I thought it was a good deal. My wife scoffed a little at the price, so I think she thought it was a little high.
40.8428758	-73.9392007	8	85.0	10.625	63.75	Manhattan	2013-12-11	stand	4046 Broadway New York, NY 10032	I feel the price was fair. I always feel so bad for the young Canadians who work the stand. This is the third year, so in some strange way, buying a tree from them feels like part of the holiday tradition.
40.6723228	-73.9770623	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-11	stand	7th Ave and Garfield Place in Park Slope, Brooklyn	Need white pine  or cheaper firs
40.72254	-73.949078	9	125.0	13.88888888888889	83.33333333333334	Brooklyn	2013-12-11	stand	corner of driggs and leonard in greepoint	we talked him down from $175 but still a rip off!
40.666361	-73.978715	8	85.0	10.625	63.75	Brooklyn	2013-12-11	Stand	8th Ave & 8th St. Park Slope, Brooklyn	NO
40.718968	-73.961028	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-11	Stand	North 6 Street and Wythe Avenue, Brooklyn, NY 11249	Yes, it felt like a fair price. The tree was in good condition and was nicely shaped, smelled very good and was delivered to the apartment building for free.
40.7870106	-73.9753676	7	25.0	3.5714285714285716	21.42857142857143	Manhattan	2013-12-11	Stand	Upper west side Manhattan	I have had a variety of trees including cutting my own I have a studio apartment so if it has a bad side it doesn't matter With lots of decorations it's beautiful 
40.8171048	-73.9309649	6	25.0	4.166666666666667	25.0	Bronx	2013-12-11	home depot	exterior st bronx 	recently moved to the bronx.
40.6462928	-73.983581	5	35.0	7.0	42.0	Brooklyn	2013-12-11	David Shannon Florist and Nursery	3380 Fort Hamilton Pkwy Brooklyn, NY	Yes, although a little more than we would have preferred to pay, we love to support this local business, which mainly serves Greenwood Cemetery.  We love Greenwood for the beauty it brings to our neighborhood, and for the many whose loved ones rest there, David Shannon provides an important service.  The tree is great, we usually get it from them and it lasts a long time, etc., but supporting local business is most important to us.  
40.693591	-73.966442	6	45.0	7.5	45.0	Brooklyn	2013-12-11	Stand	471 Myrtle Avenue, Brooklyn, NY	Yes, its a fine looking tree, nothing special.  We have gone to this stand for the past several years, and always been happy with the trees.
40.745952	-73.998009	5	65.0	13.0	78.0	Manhattan	2013-12-11	stand	8th Ave and 24th St, New York, NY	
40.6392498	-73.9687925	4	45.0	11.25	67.5	Brooklyn	2013-12-11	Brooklyn Artery	Cortelyou and Coney Island Ave	Yes, it's local and organic, no pesticides. I know it would be half the price elsewhere, but it was nice to support a local farmer.
40.7004228	-73.9036437	5	45.0	9.0	54.0	Queens	2013-12-11	Stand	Seneca Ave and Myrtle Ave, Queens, NY	Last year I paid $45 for a 6-foot tree, but this location was more convenient.
40.7596258	-73.9660879	8	45.0	5.625	33.75	Manhattan	2013-12-11	Whole Foods	250 East 57th Street, NY, NY 10022	We have always bought from the local Canadian guy on 1st and E57th Street in the past and usually paid between 80 and $100 for a 6 - 7 foot tree.  I Always took pleasure in haggling the price down.  
40.660312	-74.005301	7	135.0	19.285714285714285	115.71428571428571	Brooklyn	2013-12-11	Stand	E48 & 2nd Ave, New York, NY	Been buying from same place for the last few years.  Last year, slightly smaller tree (girth, not height) was $95.  It's a lovely tree this year for sure, but nearly 1 $50 increase?  Seems rich.
40.722175	-73.9498941	5	75.0	15.0	90.0	Brooklyn	2013-12-11	Greg's Holiday Center (sidewalk stand)	Driggs and Manhattan Ave. in Greenpoint, Brooklyn	"I feel I paid a bit much.  I think a ""good"" price would have been around $60.  "
40.7927713	-73.97133	7	25.0	3.5714285714285716	21.42857142857143	Manhattan	2013-12-11	94 Deli	94th St. and Amsterdam Ave, NY, NY	This deli has a section of large balsams on its 94th St. side that are all $30. They aren't perfectly shaped and I couldn't swear to their freshness, but once you find their best side and cover them with ornaments, they look greatand they smell great. We visit family for the week of Christmas anyway, so if we couldn't get this kind of a bargain, I'm not sure we'd have a tree here at home.
40.749658	-73.8852299	3	25.0	8.333333333333334	50.0	Queens	2013-12-11	stand	81 st and 37 ave queens ny	eh
40.744222	-73.978818	8	95.0	11.875	71.25	Manhattan	2013-12-11	Stand	200 E 32nd St, New York, NY	I have bought from the same place for 5 years - nice folks from Canada.  The price hasn't changed...
40.65	-73.95	6	75.0	12.5	75.0	Brooklyn	2013-12-11	Stand	9th St between 5th and 6th Ave in Brooklyn	I get my trees here every year in part because I don't have a car and it's close to where I live.  I thnk that they are expensive, but they are super fresh and easily last the season.
40.6714924	-73.9953345	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-11	Stand	118 2nd Ave Brooklyn NY, 11215 (Lowe's parking lot)	I feel the price was fair, maybe a little too expensive.  
40.7283441	-74.002849	8	25.0	3.125	18.75	Manhattan	2013-12-11	stand	Sixth Ave and Bedford St, New York, NY	This was the best price for a tree I have paid in over 30 years. Most of the trees in Greenwich Village usually start at $100. I don't know how this stand does it, but it is the best tree ever, full and aromatic.
40.6532061	-74.005466	7	55.0	7.857142857142857	47.14285714285714	Brooklyn	2013-12-11	Temporary store	4th ave and 38th st, Brooklyn	Yes
40.678183	-73.9441613	10	55.0	5.5	33.0	Brooklyn	2013-12-11	stand	Atlantic Ave & Brooklyn Ave	
40.7536397	-73.9144781	7	65.0	9.285714285714286	55.71428571428572	Queens	2013-12-11	stand	northern Blvd and 48th street queens, ny	Yes seemed faIr
40.7677767	-73.9932566	5	105.0	21.0	126.0	Manhattan	2013-12-11	stand	53rd and 11th, New York, NY	The price seems high. The price is higher in New York City I imagine due to transportation costs. I know our tree in particular came from Oregon. For comparison, my parents, who live in the central part of PA, got an 8' tree fresh cut that morning for $40. The markup seems a little ridiculous.
40.7623807	-73.9494427	6	55.0	9.166666666666666	55.0	Manhattan	2013-12-11	Boy Scouts	Roosevelt Island, Main Street, 10044	Yes. The scouts did all the work of cutting and transporting.  It's a very good tree. 
40.7242392	-73.9848273	2	25.0	12.5	75.0	Manhattan	2013-12-11	stand	East 4th St and Avenue A, NY,NY	
40.6809811	-73.9634485	7	85.0	12.142857142857142	72.85714285714286	Brooklyn	2013-12-11	stand	clinton and atlantic Ave, bklyn, ny	
40.7280541	-73.998976	8	125.0	15.625	93.75	Manhattan	2013-12-11	stand	Bleecker street and LaGuardia 	
40.639294	-73.9372787	5	25.0	5.0	30.0	Brooklyn	2013-12-11	Brooklyn Terminal Market	83rd St. near Foster Ave, Brooklyn, Ny	Defintely. I cut my own in NJ last year and paud $55 for a scrawnier tree. Considering how this one had to be trandported and stored whereas the oone I cut was only raised by the farmer but not even cut, this is a great price.
40.749658	-73.8852299	8	65.0	8.125	48.75	Queens	2013-12-11	stand	81 st & 37 ave, queens ny	Yes!
40.7672398	-73.9862103	3	45.0	15.0	90.0	Manhattan	2013-12-11	Stand	56th street and 9th avenue, NY, NY	I think my husband got ripped off. Although he did purchase it with a stand. 
40.65	-73.95	7	75.0	10.714285714285714	64.28571428571428	Brooklyn	2013-12-11	Brooklyn Christmas Tree	Free Delivery in Brooklyn - never saw the tree before it was in my house	Yes! Brookly Christmas tree charges 11/foot and came with free delivery if I mentioned the website. It arrived on a sunday morning at 8:30am. My son and I were still in our pajamas, A very nice woman, the daughter of the french canadian tree farmer, carried it into our apartment.  Its A Perfect Tree and we were decorating by 8am. If I'd bought it on the corner I would have spent about 125, had to get it home myself, and would have spent an hour picking it out. This one is the most beautiful we've ever had! And it came to us. 
40.8677384	-73.9211597	5	55.0	11.0	66.0	Manhattan	2013-12-11	stand	Brroadway and 207, New York, ny	Yes it was a fair price. The stand also has fancier trees, I do not know the name of the tree, those were into to $70's. I feel that was too high priced. 
40.7954009	-73.9658885	8	55.0	6.875	41.25	Manhattan	2013-12-11	Whole Foods	808 Columbus Avenue New York, NY	I think this was a very fair price. And the tree is huge. Much cheaper than all the years we were buying them from corner vendors that would pop-up after thanksgiving. I do miss chatting with the Quebecers down from Canada... The other plus, 5 new trees will be planted in its place.
40.6476923	-73.9729421	6	35.0	5.833333333333333	35.0	Brooklyn	2013-12-11	Stand	East 8th St and Caton Ave Brooklyn, NY	Last year, a smaller tree cost us $60 in Park Slope! Almost half the price ($35) for a bigger tree is a great deal. Just took a little sleuthing to find the right spot. 
40.7304322	-73.9515807	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-10	Stand	McGuiness Blvd and Greenpoint Ave, Brooklyn	The Sign said 6ft trees for $24.95, but when we picked our 6ft tree and it was cut and wrapped in the plastic net,  he told us it was $66 in front of our 4 year old.
40.6876509	-73.9942526	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-10	stand	234 Congress Street brooklyn, ny 11201	I thin it could have been five dollars cheaper, we haggled the $65 to $60. 
40.705351	-73.93362	6	75.0	12.5	75.0	Brooklyn	2013-12-10	Stand	49 Bogart St, Brooklyn, NY	
40.7280541	-73.998976	4	55.0	13.75	82.5	Manhattan	2013-12-10	stand	Bleecker Street and LaGuardia Place, New York, NY	I think I paid a lot for my tree, and I know I could have gotten one cheaper (even closer to my apartment).  I paid more for a two reasons:
40.8509396	-73.9382928	4	45.0	11.25	67.5	Manhattan	2013-12-10	stand	W 181st St and Fort Washington Ave, New York, NY 10033	The price seemed fair. We went for a Douglas fir.
40.7336089	-74.0028203	6	95.0	15.833333333333334	95.0	Manhattan	2013-12-10	Stand	7th Ave & Christopher Street	
40.7408832	-73.9219952	4	25.0	6.25	37.5	Queens	2013-12-10	stand	greenpoint ave, sunnyside, ny	yes
40.646625	-73.983073	7	55.0	7.857142857142857	47.14285714285714	Brooklyn	2013-12-10	Shannon Nursery	Ft. Hamilton Pkwy, Brooklyn, NY 11218	Yes.  This place is three short blocks from my home, they have a huge selection of frasier fir trees (the best kind), and I can walk there and back to my place with a grocery cart that the nursery staff kindly tuck my tree in after they do the fresh cut to the trunk and trim any stray branches on the lower trunk.  I like to use the stray lower branches for decorating anyway.
40.7325623	-73.952089	5	45.0	9.0	54.0	Brooklyn	2013-12-10	Stand	McGuiness Blvd and India St, Brooklyn, NY	Yes fair price due to travel costs from a hopefully productive Christmas tree farm
40.79467	-73.966654	7	25.0	3.5714285714285716	21.42857142857143	Manhattan	2013-12-10	Whole Foods	808 Columbus Ave, New York, NY 10025	Yes, my wife and I got an excellent deal for our tree. We decided to take a walk the Friday after thanksgiving and Whole Foods on 96th St was having a   one day sale - $25 on ALL trees!!  We walk by the store all the time now and see the very same size of tree going for $50.  We laughed all the way home with our $25 tree named Spikey.
40.7804318	-73.9498624	6	55.0	9.166666666666666	55.0	Manhattan	2013-12-10	Sidewalk stand 	90th and 2nd ave manhattan 	About the same as every other year. 
40.7765765	-73.8001405	6	45.0	7.5	45.0	Queens	2013-12-10	A&S Whitestone Nursery	23 -02 Francis Lewis Blvd, Whitestone, NY	
40.7619737	-73.9253933	8	75.0	9.375	56.25	Queens	2013-12-10	Stand	Broadway and 31st street Astoria, ny 11106	
40.7536729	-73.9146991	7	35.0	5.0	30.0	Queens	2013-12-10	Stand	Northern blvd and 34th ave, queens, ny	No. Seemed expensive and poor quality
40.7111448	-74.0089003	5	45.0	9.0	54.0	Manhattan	2013-12-10	stand	4910 Broadway near 207 St, New York, NY	Our tree is probably more expensive now than it would be closer to Christmas, but probably less expensive than in tonier neighborhoods. It is a guilty pleasure purchase, as I doubt it is from a sustainable source. I hope it at least compensates the sales guys well - they've got some serious endurance working all hours out in the cold!
40.6734914	-73.9763124	5	45.0	9.0	54.0	Brooklyn	2013-12-10	Stand 	729 Carroll Street, Brooklyn, NY	$50 for 4-5 foot tree. Seems to be the going rate in the neighborhood. 5-6 foot trees were $65. 
40.6127713	-73.9179631	6	35.0	5.833333333333333	35.0	Brooklyn	2013-12-10	Lowes	5602 Avenue U, Brooklyn, NY	Price seems wildly inconsistent with last year.  Maybe we bought it too early???
40.65	-73.95	3	25.0	8.333333333333334	50.0	Brooklyn	2013-12-10	Hardware Store	Between prospect ave and 16th at, brooklyn, ny	Yes, it included the stand. However, the man outside told me it was 55, but when I paid inside with a card the person at the counter charged 27.
40.6705186	-73.978571	7	65.0	9.285714285714286	55.71428571428572	Brooklyn	2013-12-10	stand	7th Avenue and 3rd street, Park Slope, Brooklyn	
40.7086168	-73.8583811	6	35.0	5.833333333333333	35.0	Queens	2013-12-10	Home Depot - Woodhaven blv. 	75-09 Woodhaven Blvd, Glendale, NY 11385	Fair price: I am not sure what fair price means but in comparison to last year the price was the same. 
40.65	-73.95	6	25.0	4.166666666666667	25.0	Brooklyn	2013-12-10	outside	brooklyn, NY	"I paid nothing, actually.  Cut it from my own land in Vermont.  Us having grown up in NY/NJ, I appreciate my ability to do that.  That said?  Those of you complaining about the price of sidewalk vendors should know the VT trees are sustainably harvested, and not covered in pesticides and such like Big box store trees.  The people working the stands (my brother is one) stand out in the freezing cold for 14-18 hours a day. Any money that feels like ""gouging"" goes towards a liveable wage, a well-maintained forest, and ecological logging practices.  Just so ya know."
40.673199	-73.976322	6	65.0	10.833333333333334	65.0	Brooklyn	2013-12-10	stand	7th Avenue at Carroll, Brooklyn, NY	
40.7054618	-73.9502038	2	25.0	12.5	75.0	Brooklyn	2013-12-10	stand	Broadway and Union St, Brooklyn NY 11211	
40.7153113	-73.9604365	6	55.0	9.166666666666666	55.0	Brooklyn	2013-12-10	stand	metropolitan & bedford, williamsburg brooklyn	
40.6772802	-74.0094471	8	55.0	6.875	41.25	Brooklyn	2013-12-10	Farm	Red Hook, NY	
40.6394772	-73.9683378	5	45.0	9.0	54.0	Brooklyn	2013-12-10	stand	right outside of 1021 Cortelyou Rd, Brooklyn	The guys said it was $10 per foot, which seemed reasonable, but when we had selected the 5 foot tree, he charged us $60. So even in the context of the shop we were in, it wasn't really a fair price. 
40.7536329	-73.9694279	5	75.0	15.0	90.0	Manhattan	2013-12-10	Stand	2nd Ave and 48th St, Queens, NY	Absolutely not! But they have you right where they need you so there's not much choice if you don't have a car.
40.7384903	-73.9918083	3	35.0	11.666666666666666	70.0	Manhattan	2013-12-10	7th ave and 18th st )Chelsea)	&the Ave and West 18th St.  New York, NY 10011	
40.749658	-73.8852299	6	45.0	7.5	45.0	Queens	2013-12-10	Nicky's Chistmas Trees	37th Avenue and 81st Street, Jackson Heights, NY	
40.7787927	-73.9820623	7	105.0	15.0	90.0	Manhattan	2013-12-10	stand	72nd and Broadway	Probably should have bartered more.
40.6867921	-73.9751855	8	65.0	8.125	48.75	Brooklyn	2013-12-10	stand	729 Fulton Street, Brooklyn, NY 11238	I think it was slightly overpriced, due to the type of tree it was and how that factored into needle retention.
40.7761571	-73.9107315	5	45.0	9.0	54.0	Queens	2013-12-10	stand	31st St and Ditmars Blvd, Queens NY	
